time,FPR (0.0001),BTR (FPR 0.0001),# txs (FPR 0.0001),# tx matches (FPR 0.0001),# bytes sent (FPR 0.0001),# bytes received (FPR 0.0001)
"6/17/2024, 4:25:25 PM",0.00523,0.00452,15500,81,72386238,326994
"6/17/2024, 4:25:27 PM",0.00519,0.00444,16000,83,74520538,330807
"6/17/2024, 4:25:30 PM",0.00503,0.00431,16500,83,76836171,330807
"6/17/2024, 4:25:32 PM",0.00488,0.00418,17000,83,79147369,330807
"6/17/2024, 4:25:35 PM",0.0048,0.00407,17500,84,81340489,331433
"6/17/2024, 4:25:37 PM",0.00472,0.00401,18000,85,82883486,332058
"6/17/2024, 4:25:39 PM",0.00459,0.00395,18500,85,84102453,332058
"6/17/2024, 4:25:40 PM",0.00447,0.00389,19000,85,85383416,332058
"6/17/2024, 4:25:41 PM",0.00441,0.00392,19500,86,86355997,338555
"6/17/2024, 4:25:43 PM",0.00445,0.00387,20000,89,87983649,340611
"6/17/2024, 4:25:46 PM",0.00439,0.00381,20500,90,89975033,343135
"6/17/2024, 4:25:47 PM",0.00433,0.00376,21000,91,91493783,343760
"6/17/2024, 4:25:50 PM",0.00437,0.00373,21500,94,93235606,348214
"6/17/2024, 4:25:52 PM",0.00432,0.00368,22000,95,94907146,348947
"6/17/2024, 4:25:54 PM",0.00422,0.00359,22500,95,97187854,348947
"6/17/2024, 4:25:56 PM",0.00413,0.00351,23000,95,99325333,348947
"6/17/2024, 4:25:59 PM",0.00409,0.00348,23500,96,101229038,352133
"6/17/2024, 4:26:01 PM",0.00417,0.00359,24000,100,102951773,369995
"6/17/2024, 4:26:03 PM",0.00416,0.00365,24500,102,104821701,383115
"6/17/2024, 4:26:05 PM",0.00412,0.00359,25000,103,106783803,383736
"6/17/2024, 4:26:08 PM",0.0042,0.00356,25500,107,108820781,387111
"6/17/2024, 4:26:10 PM",0.00419,0.0035,26000,109,111020027,388361
"6/17/2024, 4:26:13 PM",0.00419,0.00345,26500,111,112876134,389612
"6/17/2024, 4:26:15 PM",0.00422,0.00341,27000,114,115038855,391979
"6/17/2024, 4:26:17 PM",0.00415,0.00335,27500,114,117064639,391979
"6/17/2024, 4:26:20 PM",0.00414,0.0033,28000,116,119013565,393255
"6/17/2024, 4:26:21 PM",0.00421,0.00344,28500,120,121017945,416862
"6/17/2024, 4:26:23 PM",0.00414,0.00339,29000,120,122943163,416862
"6/17/2024, 4:26:25 PM",0.0041,0.00334,29500,121,125030044,417486
"6/17/2024, 4:26:27 PM",0.00413,0.00332,30000,124,127260797,422809
"6/17/2024, 4:26:30 PM",0.00456,0.0039,30500,139,129638687,505025
"6/17/2024, 4:26:32 PM",0.00461,0.004,31000,143,132244746,528764
"6/17/2024, 4:26:35 PM",0.00457,0.00394,31500,144,134414513,529388
"6/17/2024, 4:26:36 PM",0.00466,0.00401,32000,149,136354293,547045
"6/17/2024, 4:26:38 PM",0.00465,0.00396,32500,151,138777762,549174
"6/17/2024, 4:26:40 PM",0.00467,0.00391,33000,154,140815710,550982
"6/17/2024, 4:26:42 PM",0.00478,0.00424,33500,160,142992000,606999
"6/17/2024, 4:26:44 PM",0.00494,0.00447,34000,168,145127142,649201
"6/17/2024, 4:26:46 PM",0.00499,0.00446,34500,172,147027157,655266
"6/17/2024, 4:26:47 PM",0.00506,0.00445,35000,177,149027209,662713
"6/17/2024, 4:26:49 PM",0.00507,0.00445,35500,180,151211050,673040
"6/17/2024, 4:26:51 PM",0.00514,0.00449,36000,185,152996616,686741
"6/17/2024, 4:26:52 PM",0.0051,0.00444,36500,186,154790090,687381
"6/17/2024, 4:26:54 PM",0.00505,0.00439,37000,187,156648921,688144
"6/17/2024, 4:26:55 PM",0.00504,0.00435,37500,189,158546489,689393
"6/17/2024, 4:26:57 PM",0.005,0.0043,38000,190,160551229,690017
"6/17/2024, 4:26:59 PM",0.00522,0.00456,38500,201,162491449,741363
"6/17/2024, 4:27:01 PM",0.00528,0.00458,39000,206,164218243,751356
"6/17/2024, 4:27:03 PM",0.00529,0.00454,39500,209,165969513,753691
"6/17/2024, 4:27:05 PM",0.00543,0.00476,40000,217,168149843,800031
"6/17/2024, 4:27:07 PM",0.00541,0.00471,40500,219,170003192,801308
"6/17/2024, 4:27:10 PM",0.00537,0.00467,41000,220,171828408,801933
"6/17/2024, 4:27:12 PM",0.00545,0.00473,41500,226,174241328,824277
"6/17/2024, 4:27:14 PM",0.00543,0.00476,42000,228,176718835,841167
"6/17/2024, 4:27:16 PM",0.00544,0.00473,42500,231,178465562,843764
"6/17/2024, 4:27:18 PM",0.00542,0.00467,43000,233,180888836,845014
"6/17/2024, 4:27:21 PM",0.00545,0.00474,43500,237,183323462,869238
"6/17/2024, 4:27:23 PM",0.00543,0.0047,44000,239,185354012,871271
"6/17/2024, 4:27:26 PM",0.00555,0.00489,44500,247,187615567,916717
"6/17/2024, 4:27:27 PM",0.00551,0.00483,45000,248,190021655,917774
"6/17/2024, 4:27:29 PM",0.00552,0.00489,45500,251,192040604,939524
"6/17/2024, 4:27:31 PM",0.0055,0.00484,46000,253,194464398,941649
"6/17/2024, 4:27:33 PM",0.00553,0.00501,46500,257,196815497,985731
"6/17/2024, 4:27:36 PM",0.00553,0.00497,47000,260,198883296,989389
"6/17/2024, 4:27:38 PM",0.00552,0.00495,47500,262,201197691,995953
"6/17/2024, 4:27:40 PM",0.00552,0.00496,48000,265,203250622,1008056
"6/17/2024, 4:27:42 PM",0.00569,0.00519,48500,276,205550832,1066339
"6/17/2024, 4:27:44 PM",0.00569,0.00517,49000,279,207795392,1073483
"6/17/2024, 4:27:46 PM",0.00566,0.00514,49500,280,209797424,1078695
"6/17/2024, 4:27:49 PM",0.00564,0.0051,50000,282,211869336,1080215
